STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_is,Information society indicator,ind_type,Individual type,unit,Unit of measure,geo,Geopolitical entity (reporting),year,Time,value,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2016,,24.59,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2017,,23.98,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,DK,Denmark,2019,,21.46,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2015,,27.68,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016,,27.80,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017,,26.67,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019,,25.41,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2015,,27.07,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2016,,25.57,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2017,,25.47,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EE,Estonia,2019,,24.55,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2015,,27.91,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2016,,26.49,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2017,,24.49,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EL,Greece,2019,,27.20,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2015,,23.87,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2016,,22.63,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2017,,23.16,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ES,Spain,2019,,21.11,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU15,European Union - 15 countries (1995-2004),2015,,27.94,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU15,European Union - 15 countries (1995-2004),2016,,27.59,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU15,European Union - 15 countries (1995-2004),2017,,26.47,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2007,European Union - 27 countries (2007-2013),2015,,27.15,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2007,European Union - 27 countries (2007-2013),2016,,26.90,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2007,European Union - 27 countries (2007-2013),2017,,26.05,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2015,,27.05,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2016,,27.03,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2017,,26.21,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU27_2020,European Union - 27 countries (from 2020),2019,,25.00,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2015,,27.09,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2016,,26.85,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2017,,26.00,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,EU28,European Union - 28 countries (2013-2020),2019,,25.01,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2015,,33.04,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2016,,29.31,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2017,,30.32,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2019,,26.40,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2015,,29.93,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2016,,28.08,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2017,,27.89,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2019,,26.38,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2015,,20.63,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2016,,21.33,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2017,,20.31,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2019,,18.01,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HU,Hungary,2015,,27.10,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HU,Hungary,2016,,27.54,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HU,Hungary,2017,,23.84,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HU,Hungary,2019,,23.32,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IE,Ireland,2015,,19.37,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IE,Ireland,2016,,19.39,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IE,Ireland,2017,,19.90,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IE,Ireland,2019,,19.24,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IS,Iceland,2017,,27.09,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IS,Iceland,2019,,23.80,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IT,Italy,2015,,23.98,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IT,Italy,2016,,24.17,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IT,Italy,2017,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IT,Italy,2019,,19.49,,b,break in time series,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LT,Lithuania,2015,,20.95,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LT,Lithuania,2016,,22.45,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LT,Lithuania,2017,,22.85,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LT,Lithuania,2019,,23.85,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LU,Luxembourg,2015,,30.32,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LU,Luxembourg,2016,,31.99,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LU,Luxembourg,2017,,29.93,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LU,Luxembourg,2019,,28.83,,b,break in time series,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LV,Latvia,2015,,23.66,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LV,Latvia,2016,,23.73,,b,break in time series,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LV,Latvia,2017,,21.27,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LV,Latvia,2019,,18.51,,b,break in time series,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ME,Montenegro,2017,,35.26,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ME,Montenegro,2019,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MK,North Macedonia,2015,,23.24,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MK,North Macedonia,2016,,20.66,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MK,North Macedonia,2017,,20.28,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MK,North Macedonia,2019,,16.48,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MT,Malta,2015,,18.14,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MT,Malta,2016,,17.66,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MT,Malta,2017,,17.90,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MT,Malta,2019,,17.56,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NL,Netherlands,2015,,29.91,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NL,Netherlands,2016,,31.64,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NL,Netherlands,2017,,31.65,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NL,Netherlands,2019,,29.81,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NO,Norway,2015,,30.43,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NO,Norway,2016,,29.29,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NO,Norway,2017,,25.78,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NO,Norway,2019,,31.45,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2015,,24.98,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2016,,25.02,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2017,,25.25,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2019,,23.16,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2015,,19.75,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2016,,19.31,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_B,Individuals who have basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2017,,19.51,,,,,
