STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_is,Information society indicator,ind_type,Individual type,unit,Unit of measure,geo,Geopolitical entity (reporting),year,Time,value,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2017,,75.55,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FI,Finland,2019,,76.47,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2015,,56.78,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2016,,55.65,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2017,,57.13,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,FR,France,2019,,57.30,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2015,,50.91,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2016,,54.61,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2017,,40.92,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HR,Croatia,2019,,53.35,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HU,Hungary,2015,,49.52,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HU,Hungary,2016,,51.36,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HU,Hungary,2017,,49.59,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,HU,Hungary,2019,,48.68,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IE,Ireland,2015,,44.38,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IE,Ireland,2016,,44.19,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IE,Ireland,2017,,47.64,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IE,Ireland,2019,,53.38,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IS,Iceland,2017,,85.40,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IS,Iceland,2019,,85.37,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IT,Italy,2015,,43.30,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IT,Italy,2016,,43.65,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IT,Italy,2017,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,IT,Italy,2019,,41.51,,b,break in time series,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LT,Lithuania,2015,,51.24,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LT,Lithuania,2016,,51.59,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LT,Lithuania,2017,,54.78,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LT,Lithuania,2019,,56.15,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LU,Luxembourg,2015,,86.21,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LU,Luxembourg,2016,,86.15,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LU,Luxembourg,2017,,85.18,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LU,Luxembourg,2019,,64.58,,b,break in time series,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LV,Latvia,2015,,49.20,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LV,Latvia,2016,,50.36,,b,break in time series,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LV,Latvia,2017,,48.07,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,LV,Latvia,2019,,42.96,,b,break in time series,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ME,Montenegro,2017,,49.60,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,ME,Montenegro,2019,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MK,North Macedonia,2015,,37.08,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MK,North Macedonia,2016,,33.90,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MK,North Macedonia,2017,,32.49,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MK,North Macedonia,2019,,31.55,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MT,Malta,2015,,52.68,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MT,Malta,2016,,49.61,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MT,Malta,2017,,56.59,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,MT,Malta,2019,,55.82,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NL,Netherlands,2015,,72.43,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NL,Netherlands,2016,,76.51,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NL,Netherlands,2017,,79.49,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NL,Netherlands,2019,,79.37,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NO,Norway,2015,,79.86,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NO,Norway,2016,,74.76,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NO,Norway,2017,,77.02,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,NO,Norway,2019,,82.55,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2015,,40.04,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2016,,44.42,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2017,,46.38,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PL,Poland,2019,,44.45,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2015,,47.63,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2016,,47.65,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2017,,50.26,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,PT,Portugal,2019,,51.76,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2015,,26.28,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2016,,27.65,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2017,,29.05,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RO,Romania,2019,,30.97,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RS,Serbia,2015,,31.89,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RS,Serbia,2017,,38.87,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,RS,Serbia,2019,,45.72,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2015,,71.58,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2016,,68.64,,b,break in time series,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2017,,77.20,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SE,Sweden,2019,,72.42,,u,low reliability,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2015,,50.90,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2016,,52.91,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2017,,54.00,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SI,Slovenia,2019,,55.13,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2015,,53.15,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2016,,55.26,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2017,,59.01,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,SK,Slovakia,2019,,53.87,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2015,,23.31,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2016,,28.39,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2017,,34.11,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,TR,Türkiye,2019,,35.81,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2015,,67.27,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2016,,68.75,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2017,,70.55,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,UK,United Kingdom,2019,,73.89,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,XK,Kosovo*,2017,,21.06,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_BAB,Individuals who have basic or above basic overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,XK,Kosovo*,2019,,27.57,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AL,Albania,2019,,46.71,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2015,,18.96,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2016,,18.39,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2017,,19.19,,,,,
dataflow,ESTAT:ISOC_SK_DSKL_I$DEFAULTVIEW(1.0),Individuals' level of digital skills (2015-2019),A,Annual,I_DSK_L,Individuals who have low overall digital skills,IND_TOTAL,All individuals,PC_IND,Percentage of individuals,AT,Austria,2019,,20.93,,,,,
